sale_id;invoice_id;store_id;time_id;product_id;customer_id;gender;unit_price;quantity;tax;total;payment_method;cogs;gross_margin_percentage;gross_income;rating
719;788-21-5741;1;717;6;2;Male;45.38;3;июн.81;142.95;Credit card;136.14;4.761905;июн.81;07.фев
720;821-14-9046;3;718;6;1;Female;17.48;6;май.24;110.12;Credit card;104.88;4.761905;май.24;06.янв
721;418-05-0656;3;719;6;2;Female;25.56;7;авг.95;187.87;Cash;178.92;4.761905;авг.95;07.янв
722;678-79-0726;2;720;4;1;Female;90.63;9;40.78;856.45;Cash;815.67;4.761905;40.78;05.янв
723;776-68-1096;3;721;3;2;Male;44.12;3;июн.62;138.98;Credit card;132.36;4.761905;июн.62;07.сен
724;592-46-1692;2;722;5;1;Female;36.77;7;дек.87;270.26;Cash;257.39;4.761905;дек.87;07.апр
725;434-35-9162;3;723;5;1;Male;23.34;4;апр.67;98.03;Ewallet;93.36;4.761905;апр.67;07.апр
726;149-14-0304;2;724;1;1;Female;28.50;8;ноя.40;239.40;Cash;228.00;4.761905;ноя.40;06.июн
727;442-44-6497;2;725;3;1;Male;55.57;3;авг.34;175.05;Credit card;166.71;4.761905;авг.34;05.сен
728;174-64-0215;3;726;4;2;Male;69.74;10;34.87;732.27;Credit card;697.40;4.761905;34.87;08.сен
729;210-74-9613;2;727;6;2;Male;97.26;4;19.45;408.49;Ewallet;389.04;4.761905;19.45;06.авг
730;299-29-0180;3;728;3;1;Female;52.18;7;18.26;383.52;Cash;365.26;4.761905;18.26;09.мар
731;247-11-2470;1;729;6;1;Female;22.32;4;апр.46;93.74;Credit card;89.28;4.761905;апр.46;04.апр
732;635-28-5728;1;730;1;2;Male;56.00;3;авг.40;176.40;Ewallet;168.00;4.761905;авг.40;04.авг
733;756-49-0168;1;731;6;1;Male;19.70;1;0.99;20.69;Ewallet;19.70;4.761905;0.99;09.май
734;438-23-1242;3;732;2;2;Male;75.88;7;26.56;557.72;Ewallet;531.16;4.761905;26.56;08.сен
735;238-45-6950;3;733;5;1;Male;53.72;1;фев.69;56.41;Ewallet;53.72;4.761905;фев.69;06.апр
736;607-65-2441;2;734;1;1;Male;81.95;10;40.98;860.48;Credit card;819.50;4.761905;40.98;6.0
737;386-27-7606;2;735;3;1;Female;81.20;7;28.42;596.82;Credit card;568.40;4.761905;28.42;08.янв
738;137-63-5492;2;736;2;2;Male;58.76;10;29.38;616.98;Ewallet;587.60;4.761905;29.38;9.0
739;197-77-7132;3;737;2;1;Male;91.56;8;36.62;769.10;Ewallet;732.48;4.761905;36.62;6.0
740;805-86-0265;1;738;3;2;Male;93.96;9;42.28;887.92;Cash;845.64;4.761905;42.28;09.авг
741;733-29-1227;2;739;3;2;Male;55.61;7;19.46;408.73;Cash;389.27;4.761905;19.46;08.май
742;451-73-2711;2;740;5;2;Male;84.83;1;апр.24;89.07;Ewallet;84.83;4.761905;апр.24;08.авг
743;373-14-0504;1;741;4;1;Female;71.63;2;июл.16;150.42;Ewallet;143.26;4.761905;июл.16;08.авг
744;546-80-2899;1;742;3;1;Male;37.69;2;мар.77;79.15;Ewallet;75.38;4.761905;мар.77;09.май
745;345-68-9016;2;743;4;1;Female;31.67;8;дек.67;266.03;Credit card;253.36;4.761905;дек.67;05.июн
746;390-17-5806;2;744;5;1;Female;38.42;1;янв.92;40.34;Cash;38.42;4.761905;янв.92;08.июн
747;457-13-1708;3;745;6;1;Male;65.23;10;32.62;684.92;Credit card;652.30;4.761905;32.62;05.фев
748;664-14-2882;2;746;3;1;Female;окт.53;5;фев.63;55.28;Credit card;52.65;4.761905;фев.63;05.авг
749;487-79-6868;3;747;3;1;Female;дек.29;9;май.53;116.14;Credit card;110.61;4.761905;май.53;8.0
750;314-23-4520;2;748;1;1;Male;81.23;7;28.43;597.04;Cash;568.61;4.761905;28.43;9.0
751;210-30-7976;3;749;6;1;Female;22.32;4;апр.46;93.74;Ewallet;89.28;4.761905;апр.46;04.янв
752;585-86-8361;1;750;5;2;Female;27.28;5;июн.82;143.22;Credit card;136.40;4.761905;июн.82;08.июн
753;807-14-7833;1;751;2;1;Female;17.42;10;авг.71;182.91;Ewallet;174.20;4.761905;авг.71;7.0
754;775-72-1988;3;752;3;2;Male;73.28;5;18.32;384.72;Ewallet;366.40;4.761905;18.32;08.апр
755;288-38-3758;2;753;6;1;Female;84.87;3;дек.73;267.34;Ewallet;254.61;4.761905;дек.73;07.апр
756;652-43-6591;1;754;6;2;Female;97.29;8;38.92;817.24;Credit card;778.32;4.761905;38.92;06.фев
757;785-96-0615;3;755;2;1;Female;35.74;8;14.30;300.22;Ewallet;285.92;4.761905;14.30;04.сен
758;406-46-7107;1;756;3;2;Female;96.52;6;28.96;608.08;Cash;579.12;4.761905;28.96;04.май
759;250-17-5703;1;757;5;1;Male;18.85;10;сен.43;197.93;Ewallet;188.50;4.761905;сен.43;05.июн
760;156-95-3964;1;758;5;2;Female;55.39;4;11.авг;232.64;Ewallet;221.56;4.761905;11.авг;8.0
761;842-40-8179;3;759;5;1;Female;77.20;10;38.60;810.60;Credit card;772.00;4.761905;38.60;05.июн
762;525-09-8450;3;760;2;2;Male;72.13;10;36.07;757.37;Credit card;721.30;4.761905;36.07;04.фев
763;410-67-1709;1;761;6;1;Female;63.88;8;25.55;536.59;Ewallet;511.04;4.761905;25.55;09.сен
764;587-73-4862;1;762;1;1;Female;окт.69;5;фев.67;56.12;Ewallet;53.45;4.761905;фев.67;07.июн
765;787-87-2010;1;763;1;1;Male;55.50;4;11.окт;233.10;Credit card;222.00;4.761905;11.окт;06.июн
766;593-14-4239;3;764;3;2;Female;95.46;8;38.18;801.86;Ewallet;763.68;4.761905;38.18;04.июл
767;801-88-0346;2;765;6;2;Female;76.06;3;ноя.41;239.59;Credit card;228.18;4.761905;ноя.41;09.авг
768;388-76-2555;3;766;4;2;Male;13.69;6;04.ноя;86.25;Cash;82.14;4.761905;04.ноя;06.мар
769;711-31-1234;3;767;2;2;Female;95.64;4;19.13;401.69;Cash;382.56;4.761905;19.13;07.сен
770;886-54-6089;1;768;3;2;Female;ноя.43;6;мар.43;72.01;Cash;68.58;4.761905;мар.43;07.июл
771;707-32-7409;3;769;4;1;Female;95.54;4;19.ноя;401.27;Ewallet;382.16;4.761905;19.ноя;04.май
772;759-98-4285;2;770;1;1;Female;85.87;7;30.май;631.14;Credit card;601.09;4.761905;30.май;8.0
773;201-63-8275;2;771;4;1;Female;67.99;7;23.80;499.73;Ewallet;475.93;4.761905;23.80;05.июл
774;471-06-8611;2;772;5;2;Female;52.42;1;фев.62;55.04;Credit card;52.42;4.761905;фев.62;06.мар
775;200-16-5952;2;773;5;1;Male;65.65;2;июн.57;137.87;Cash;131.30;4.761905;июн.57;6.0
776;120-54-2248;3;774;5;2;Female;28.86;5;июл.22;151.52;Credit card;144.30;4.761905;июл.22;8.0
777;102-77-2261;2;775;1;1;Male;65.31;7;22.86;480.03;Credit card;457.17;4.761905;22.86;04.фев
778;875-31-8302;3;776;4;2;Male;93.38;1;апр.67;98.05;Cash;93.38;4.761905;апр.67;09.июн
779;102-06-2002;2;777;4;1;Male;25.25;5;июн.31;132.56;Cash;126.25;4.761905;июн.31;06.янв
780;457-94-0464;3;778;2;1;Male;87.87;9;39.54;830.37;Ewallet;790.83;4.761905;39.54;05.июн
781;629-42-4133;2;779;1;2;Male;21.80;8;авг.72;183.12;Cash;174.40;4.761905;авг.72;08.мар
782;534-53-3526;1;780;4;2;Female;94.76;4;18.95;397.99;Ewallet;379.04;4.761905;18.95;07.авг
783;307-04-2070;1;781;6;1;Female;30.62;1;янв.53;32.15;Credit card;30.62;4.761905;янв.53;04.янв
784;468-99-7231;2;782;3;2;Female;44.01;8;17.60;369.68;Cash;352.08;4.761905;17.60;08.авг
785;516-77-6464;2;783;1;1;Female;окт.16;5;фев.54;53.34;Ewallet;50.80;4.761905;фев.54;04.янв
786;404-91-5964;1;784;2;2;Male;74.58;7;26.окт;548.16;Credit card;522.06;4.761905;26.окт;9.0
787;886-77-9084;2;785;2;2;Male;71.89;8;28.76;603.88;Ewallet;575.12;4.761905;28.76;05.май
788;790-38-4466;2;786;1;2;Female;окт.99;5;фев.75;57.70;Credit card;54.95;4.761905;фев.75;09.мар
789;704-10-4056;2;787;1;1;Male;60.47;3;09.июл;190.48;Credit card;181.41;4.761905;09.июл;05.июн
790;497-37-6538;1;788;4;2;Male;58.91;7;20.62;432.99;Ewallet;412.37;4.761905;20.62;09.июл
791;651-96-5970;1;789;6;2;Male;46.41;1;фев.32;48.73;Credit card;46.41;4.761905;фев.32;4.0
792;400-80-4065;2;343;1;1;Male;68.55;4;13.71;287.91;Credit card;274.20;4.761905;13.71;09.фев
793;744-16-7898;3;790;3;2;Female;97.37;10;48.69;1022.39;Credit card;973.70;4.761905;48.69;04.сен
794;263-12-5321;1;791;2;1;Male;92.60;7;32.41;680.61;Credit card;648.20;4.761905;32.41;09.мар
795;702-72-0487;1;792;2;2;Female;46.61;2;апр.66;97.88;Credit card;93.22;4.761905;апр.66;06.июн
796;605-83-1050;3;793;6;2;Male;27.18;2;фев.72;57.08;Ewallet;54.36;4.761905;фев.72;04.мар
797;443-60-9639;2;794;3;1;Female;60.87;1;03.апр;63.91;Cash;60.87;4.761905;03.апр;05.май
798;864-24-7918;1;795;4;1;Female;24.49;10;дек.25;257.15;Cash;244.90;4.761905;дек.25;08.янв
799;359-94-5395;3;796;1;2;Male;92.78;1;апр.64;97.42;Credit card;92.78;4.761905;апр.64;09.авг
800;401-09-4232;2;797;3;1;Male;86.69;5;21.67;455.12;Ewallet;433.45;4.761905;21.67;09.апр
801;751-15-6198;3;798;4;2;Male;23.янв;6;июн.90;144.96;Ewallet;138.06;4.761905;июн.90;07.сен
802;324-41-6833;2;799;2;1;Female;30.20;8;12.авг;253.68;Ewallet;241.60;4.761905;12.авг;05.янв
803;474-33-8305;2;800;6;1;Male;67.39;7;23.59;495.32;Ewallet;471.73;4.761905;23.59;06.сен
804;759-29-9521;1;801;6;1;Female;48.96;9;22.мар;462.67;Cash;440.64;4.761905;22.мар;8.0
805;831-81-6575;3;802;2;1;Female;75.59;9;34.02;714.33;Cash;680.31;4.761905;34.02;8.0
806;220-68-6701;1;803;3;2;Female;77.47;4;15.49;325.37;Cash;309.88;4.761905;15.49;04.фев
807;618-34-8551;1;804;4;2;Female;93.18;2;сен.32;195.68;Credit card;186.36;4.761905;сен.32;08.май
808;257-60-7754;1;805;2;2;Female;50.23;4;10.май;210.97;Cash;200.92;4.761905;10.май;9.0
809;559-61-5987;3;806;1;2;Female;17.75;1;0.89;18.64;Cash;17.75;4.761905;0.89;08.июн
810;189-55-2313;2;807;6;2;Female;62.18;10;31.09;652.89;Ewallet;621.80;4.761905;31.09;6.0
811;565-91-4567;3;808;1;2;Male;окт.75;8;апр.30;90.30;Ewallet;86.00;4.761905;апр.30;06.фев
812;380-60-5336;1;809;2;2;Female;40.26;10;20.13;422.73;Credit card;402.60;4.761905;20.13;5.0
813;815-04-6282;2;810;4;1;Female;64.97;5;16.24;341.09;Credit card;324.85;4.761905;16.24;06.май
814;674-56-6360;1;811;2;2;Male;95.15;1;апр.76;99.91;Cash;95.15;4.761905;апр.76;6.0
815;778-34-2523;1;812;2;1;Female;48.62;8;19.45;408.41;Cash;388.96;4.761905;19.45;5.0
816;499-27-7781;3;813;5;2;Female;53.21;8;21.28;446.96;Ewallet;425.68;4.761905;21.28;5.0
817;477-59-2456;2;814;6;2;Female;45.44;7;15.90;333.98;Cash;318.08;4.761905;15.90;09.фев
818;832-51-6761;1;815;5;2;Male;33.88;8;13.55;284.59;Ewallet;271.04;4.761905;13.55;09.июн
819;869-11-3082;3;816;1;1;Male;96.16;4;19.23;403.87;Credit card;384.64;4.761905;19.23;08.апр
820;190-59-3964;3;817;5;1;Male;47.16;5;ноя.79;247.59;Credit card;235.80;4.761905;ноя.79;6.0
821;366-43-6862;3;818;2;2;Male;52.89;4;окт.58;222.14;Ewallet;211.56;4.761905;окт.58;06.июл
822;186-43-8965;1;819;3;1;Female;47.68;2;апр.77;100.13;Credit card;95.36;4.761905;апр.77;04.янв
823;784-21-9238;2;820;4;1;Male;окт.17;1;0.51;окт.68;Cash;окт.17;4.761905;0.51;05.сен
824;276-75-6884;1;821;1;2;Female;68.71;3;окт.31;216.44;Cash;206.13;4.761905;окт.31;08.июл
825;109-86-4363;3;822;4;1;Female;60.08;7;21.мар;441.59;Credit card;420.56;4.761905;21.мар;04.май
826;569-76-2760;1;823;4;1;Female;22.янв;4;апр.40;92.44;Credit card;88.04;4.761905;апр.40;06.июн
827;222-42-0244;3;824;1;1;Female;72.11;9;32.45;681.44;Credit card;648.99;4.761905;32.45;07.июл
828;760-53-9233;1;825;6;1;Male;41.28;3;июн.19;130.03;Credit card;123.84;4.761905;июн.19;08.май
829;538-22-0304;2;217;2;2;Male;64.95;10;32.48;681.98;Cash;649.50;4.761905;32.48;05.фев
830;416-17-9926;1;826;2;1;Female;74.22;10;37.11;779.31;Credit card;742.20;4.761905;37.11;04.мар
831;237-44-6163;1;827;2;2;Male;окт.56;8;апр.22;88.70;Cash;84.48;4.761905;апр.22;07.июн
832;636-17-0325;3;828;1;2;Male;62.57;4;дек.51;262.79;Cash;250.28;4.761905;дек.51;09.май
833;343-75-9322;3;829;4;1;Female;ноя.85;8;апр.74;99.54;Cash;94.80;4.761905;апр.74;04.янв
834;528-14-9470;1;830;1;1;Male;91.30;1;апр.57;95.87;Ewallet;91.30;4.761905;апр.57;09.фев
835;427-45-9297;3;831;3;1;Female;40.73;7;14.26;299.37;Ewallet;285.11;4.761905;14.26;05.апр
836;807-34-3742;1;832;6;2;Male;52.38;1;фев.62;55.00;Cash;52.38;4.761905;фев.62;05.авг
837;288-62-1085;1;833;6;1;Male;38.54;5;сен.64;202.34;Ewallet;192.70;4.761905;сен.64;05.июн
838;670-71-7306;3;834;4;2;Male;44.63;6;13.39;281.17;Credit card;267.78;4.761905;13.39;05.янв
839;660-29-7083;2;634;2;2;Male;55.87;10;27.94;586.64;Cash;558.70;4.761905;27.94;05.авг
840;271-77-8740;2;835;4;1;Female;29.22;6;авг.77;184.09;Ewallet;175.32;4.761905;авг.77;5.0
841;497-36-0989;1;836;6;2;Male;51.94;3;июл.79;163.61;Cash;155.82;4.761905;июл.79;07.сен
842;291-59-1384;3;837;2;2;Male;60.30;1;03.фев;63.32;Cash;60.30;4.761905;03.фев;6.0
843;860-73-6466;1;838;4;1;Female;39.47;2;мар.95;82.89;Credit card;78.94;4.761905;мар.95;5.0
844;549-23-9016;2;839;5;1;Female;14.87;2;янв.49;31.23;Credit card;29.74;4.761905;янв.49;08.сен
845;896-34-0956;1;840;6;2;Male;21.32;1;01.июл;22.39;Cash;21.32;4.761905;01.июл;05.сен
846;804-38-3935;1;841;2;1;Male;93.78;3;14.июл;295.41;Credit card;281.34;4.761905;14.июл;05.сен
847;585-90-0249;1;842;2;1;Male;73.26;1;мар.66;76.92;Ewallet;73.26;4.761905;мар.66;09.июл
848;862-29-5914;2;843;4;2;Female;22.38;1;01.дек;23.50;Credit card;22.38;4.761905;01.дек;08.июн
849;845-94-6841;2;844;5;1;Female;72.88;9;32.80;688.72;Cash;655.92;4.761905;32.80;4.0
850;125-45-2293;1;845;6;2;Female;99.10;6;29.73;624.33;Cash;594.60;4.761905;29.73;04.фев
851;843-73-4724;1;846;6;2;Male;74.10;1;мар.71;77.81;Cash;74.10;4.761905;мар.71;09.фев
852;409-33-9708;1;847;6;2;Female;98.48;2;сен.85;206.81;Ewallet;196.96;4.761905;сен.85;09.фев
853;658-66-3967;2;848;1;2;Male;53.19;7;18.62;390.95;Ewallet;372.33;4.761905;18.62;5.0
854;866-70-2814;3;849;2;2;Female;52.79;10;26.40;554.30;Ewallet;527.90;4.761905;26.40;10.0
855;160-22-2687;1;850;1;1;Female;95.95;5;23.99;503.74;Ewallet;479.75;4.761905;23.99;08.авг
856;895-03-6665;3;851;6;2;Female;36.51;9;16.43;345.02;Cash;328.59;4.761905;16.43;04.фев
857;770-42-8960;3;852;5;2;Male;21.дек;8;авг.45;177.41;Cash;168.96;4.761905;авг.45;06.мар
858;748-45-2862;1;853;3;1;Female;28.31;4;май.66;118.90;Cash;113.24;4.761905;май.66;08.фев
859;234-36-2483;3;854;1;2;Male;57.59;6;17.28;362.82;Cash;345.54;4.761905;17.28;05.янв
860;316-66-3011;1;855;5;1;Female;47.63;9;21.43;450.10;Cash;428.67;4.761905;21.43;5.0
861;848-95-6252;2;856;3;1;Female;86.27;1;апр.31;90.58;Ewallet;86.27;4.761905;апр.31;7.0
862;840-76-5966;1;857;4;1;Male;дек.76;2;янв.28;26.80;Ewallet;25.52;4.761905;янв.28;07.авг
863;152-03-4217;3;858;3;2;Female;ноя.28;9;05.авг;106.60;Credit card;101.52;4.761905;05.авг;04.мар
864;533-66-5566;3;859;3;2;Female;51.07;7;17.87;375.36;Cash;357.49;4.761905;17.87;7.0
865;124-31-1458;1;860;2;1;Female;79.59;3;ноя.94;250.71;Cash;238.77;4.761905;ноя.94;06.июн
866;176-78-1170;2;861;1;1;Male;33.81;3;05.июл;106.50;Ewallet;101.43;4.761905;05.июл;07.мар
867;361-59-0574;3;862;4;1;Male;90.53;8;36.21;760.45;Credit card;724.24;4.761905;36.21;06.май
868;101-81-4070;2;863;1;1;Female;62.82;2;июн.28;131.92;Ewallet;125.64;4.761905;июн.28;04.сен
869;631-34-1880;2;864;5;1;Male;24.31;3;мар.65;76.58;Credit card;72.93;4.761905;мар.65;04.мар
870;852-82-2749;1;865;4;2;Male;64.59;4;дек.92;271.28;Ewallet;258.36;4.761905;дек.92;09.мар
871;873-14-6353;1;866;5;1;Male;24.82;7;авг.69;182.43;Credit card;173.74;4.761905;авг.69;07.янв
872;584-66-4073;2;867;6;2;Male;56.50;1;фев.83;59.33;Ewallet;56.50;4.761905;фев.83;09.июн
873;544-55-9589;3;868;2;1;Female;21.43;10;окт.72;225.02;Cash;214.30;4.761905;окт.72;06.фев
874;166-19-2553;1;869;4;1;Male;89.06;6;26.72;561.08;Cash;534.36;4.761905;26.72;09.сен
875;737-88-5876;1;870;3;1;Male;23.29;4;апр.66;97.82;Credit card;93.16;4.761905;апр.66;05.сен
876;154-87-7367;2;871;3;2;Male;65.26;8;26.окт;548.18;Ewallet;522.08;4.761905;26.окт;06.мар
877;885-56-0389;2;872;6;1;Male;52.35;1;фев.62;54.97;Cash;52.35;4.761905;фев.62;4.0
878;608-05-3804;3;873;2;1;Male;39.75;1;янв.99;41.74;Cash;39.75;4.761905;янв.99;06.янв
879;448-61-3783;1;874;2;2;Female;90.02;8;36.01;756.17;Credit card;720.16;4.761905;36.01;04.май
880;761-49-0439;3;875;2;1;Female;12.окт;8;апр.84;101.64;Ewallet;96.80;4.761905;апр.84;08.июн
881;490-95-0021;3;876;5;1;Female;33.21;10;16.61;348.71;Ewallet;332.10;4.761905;16.61;6.0
882;115-38-7388;2;877;6;1;Female;окт.18;8;04.июл;85.51;Credit card;81.44;4.761905;04.июл;09.май
883;311-13-6971;3;878;4;1;Male;31.99;10;16.00;335.90;Credit card;319.90;4.761905;16.00;09.сен
884;291-55-6563;1;879;3;1;Female;34.42;6;окт.33;216.85;Ewallet;206.52;4.761905;окт.33;07.май
885;548-48-3156;1;880;5;1;Female;83.34;2;авг.33;175.01;Cash;166.68;4.761905;авг.33;07.июн
886;460-93-5834;1;881;4;2;Male;45.58;7;15.95;335.01;Cash;319.06;4.761905;15.95;5.0
887;325-89-4209;1;882;5;1;Male;87.90;1;апр.40;92.30;Ewallet;87.90;4.761905;апр.40;06.июл
888;884-80-6021;1;883;2;1;Female;73.47;10;36.74;771.44;Ewallet;734.70;4.761905;36.74;09.май
889;137-74-8729;2;884;6;2;Female;дек.19;8;апр.88;102.40;Ewallet;97.52;4.761905;апр.88;06.авг
890;880-46-5796;1;885;4;1;Male;76.92;10;38.46;807.66;Ewallet;769.20;4.761905;38.46;05.июн
891;389-70-2397;2;886;1;2;Female;83.66;5;20.92;439.22;Cash;418.30;4.761905;20.92;07.фев
892;114-35-5271;3;887;2;2;Female;57.91;8;23.16;486.44;Cash;463.28;4.761905;23.16;08.янв
893;607-76-6216;2;888;6;1;Female;92.49;5;23.дек;485.57;Credit card;462.45;4.761905;23.дек;08.июн
894;715-20-1673;3;889;2;2;Male;28.38;5;07.окт;149.00;Cash;141.90;4.761905;07.окт;09.апр
895;811-35-1094;3;890;2;1;Male;50.45;6;15.14;317.84;Credit card;302.70;4.761905;15.14;08.сен
896;699-88-1972;3;891;1;2;Male;99.16;8;39.66;832.94;Credit card;793.28;4.761905;39.66;04.фев
897;781-84-8059;2;892;6;2;Male;60.74;7;21.26;446.44;Ewallet;425.18;4.761905;21.26;5.0
898;409-49-6995;2;893;5;1;Female;47.27;6;14.18;297.80;Cash;283.62;4.761905;14.18;08.авг
899;725-54-0677;2;894;1;1;Male;85.60;7;29.96;629.16;Cash;599.20;4.761905;29.96;05.мар
900;146-09-5432;1;895;5;1;Male;35.04;9;15.77;331.13;Ewallet;315.36;4.761905;15.77;04.июн
901;377-79-7592;2;896;2;1;Female;44.84;9;20.18;423.74;Credit card;403.56;4.761905;20.18;07.май
902;509-10-0516;3;897;3;2;Male;45.97;4;сен.19;193.07;Ewallet;183.88;4.761905;сен.19;05.янв
903;595-94-9924;1;898;1;1;Female;27.73;5;июн.93;145.58;Credit card;138.65;4.761905;июн.93;04.фев
904;865-41-9075;1;899;5;2;Male;ноя.53;7;04.апр;84.75;Cash;80.71;4.761905;04.апр;08.янв
905;545-07-8534;2;900;1;2;Female;58.32;2;май.83;122.47;Ewallet;116.64;4.761905;май.83;6.0
906;118-62-1812;2;901;3;1;Female;78.38;4;15.68;329.20;Cash;313.52;4.761905;15.68;07.сен
907;450-42-3339;2;902;1;2;Male;84.61;10;42.31;888.41;Credit card;846.10;4.761905;42.31;08.авг
908;851-98-3555;3;903;1;2;Female;82.88;5;20.72;435.12;Credit card;414.40;4.761905;20.72;06.июн
909;186-71-5196;1;904;5;1;Female;79.54;2;июл.95;167.03;Ewallet;159.08;4.761905;июл.95;06.фев
910;624-01-8356;3;905;3;2;Female;49.01;10;24.51;514.61;Credit card;490.10;4.761905;24.51;04.фев
911;313-66-9943;3;906;5;1;Female;29.15;3;апр.37;91.82;Credit card;87.45;4.761905;апр.37;07.мар
912;151-27-8496;2;907;2;2;Female;56.13;4;ноя.23;235.75;Ewallet;224.52;4.761905;ноя.23;08.июн
913;453-33-6436;1;908;3;2;Female;93.12;8;37.25;782.21;Cash;744.96;4.761905;37.25;06.авг
914;522-57-8364;1;909;6;1;Male;51.34;8;20.54;431.26;Ewallet;410.72;4.761905;20.54;07.июн
915;459-45-2396;1;910;5;1;Female;99.60;3;14.94;313.74;Cash;298.80;4.761905;14.94;05.авг
916;717-96-4189;2;911;2;2;Female;35.49;6;окт.65;223.59;Cash;212.94;4.761905;окт.65;04.янв
917;722-13-2115;2;912;4;1;Male;42.85;1;фев.14;44.99;Credit card;42.85;4.761905;фев.14;09.мар
918;749-81-8133;1;913;6;2;Female;94.67;4;18.93;397.61;Cash;378.68;4.761905;18.93;06.авг
919;777-67-2495;3;914;3;2;Male;68.97;3;окт.35;217.26;Ewallet;206.91;4.761905;окт.35;08.июл
920;636-98-3364;3;915;2;1;Female;26.26;3;мар.94;82.72;Ewallet;78.78;4.761905;мар.94;06.мар
921;246-55-6923;2;916;3;1;Female;35.79;9;16.ноя;338.22;Credit card;322.11;4.761905;16.ноя;05.янв
922;181-82-6255;3;917;3;2;Female;16.37;6;апр.91;103.13;Cash;98.22;4.761905;апр.91;7.0
923;838-02-1821;2;918;3;1;Female;дек.73;2;янв.27;26.73;Credit card;25.46;4.761905;янв.27;05.фев
924;887-42-0517;2;919;4;2;Female;83.14;7;29.окт;611.08;Credit card;581.98;4.761905;29.окт;06.июн
925;457-12-0244;2;920;4;1;Female;35.22;6;окт.57;221.89;Ewallet;211.32;4.761905;окт.57;06.май
926;226-34-0034;3;921;2;2;Female;13.78;4;фев.76;57.88;Ewallet;55.12;4.761905;фев.76;9.0
927;321-49-7382;3;922;4;1;Male;88.31;1;апр.42;92.73;Credit card;88.31;4.761905;апр.42;05.фев
928;397-25-8725;1;923;1;1;Female;39.62;9;17.83;374.41;Credit card;356.58;4.761905;17.83;06.авг
929;431-66-2305;3;924;2;2;Female;88.25;9;39.71;833.96;Credit card;794.25;4.761905;39.71;07.июн
930;825-94-5922;3;239;4;2;Male;25.31;2;фев.53;53.15;Ewallet;50.62;4.761905;фев.53;07.фев
931;641-62-7288;3;925;3;2;Male;99.92;6;29.98;629.50;Ewallet;599.52;4.761905;29.98;07.янв
932;756-93-1854;2;926;6;1;Female;83.35;2;авг.34;175.04;Credit card;166.70;4.761905;авг.34;09.май
933;243-55-8457;1;927;5;2;Female;74.44;10;37.22;781.62;Ewallet;744.40;4.761905;37.22;05.янв
934;458-10-8612;2;928;1;2;Male;64.08;7;22.43;470.99;Ewallet;448.56;4.761905;22.43;07.июн
935;501-61-1753;3;929;3;2;Female;63.15;6;18.95;397.85;Ewallet;378.90;4.761905;18.95;09.авг
936;235-06-8510;2;930;3;1;Male;85.72;3;дек.86;270.02;Ewallet;257.16;4.761905;дек.86;05.янв
937;433-08-7822;2;931;1;2;Female;78.89;7;27.61;579.84;Ewallet;552.23;4.761905;27.61;07.май
938;361-85-2571;1;932;4;2;Female;89.48;5;22.37;469.77;Cash;447.40;4.761905;22.37;07.апр
939;131-70-8179;1;933;1;1;Female;92.09;3;13.81;290.08;Cash;276.27;4.761905;13.81;04.фев
940;500-02-2261;2;934;5;2;Female;57.29;6;17.19;360.93;Ewallet;343.74;4.761905;17.19;05.сен
941;720-72-2436;1;935;5;2;Male;66.52;4;13.30;279.38;Ewallet;266.08;4.761905;13.30;06.сен
942;702-83-5291;2;936;6;1;Male;99.82;9;44.92;943.30;Cash;898.38;4.761905;44.92;06.июн
943;809-69-9497;1;937;3;2;Female;45.68;10;22.84;479.64;Ewallet;456.80;4.761905;22.84;05.июл
944;449-16-6770;1;938;1;2;Male;50.79;5;дек.70;266.65;Credit card;253.95;4.761905;дек.70;05.мар
945;333-23-2632;1;939;1;1;Male;10.авг;7;мар.53;74.09;Cash;70.56;4.761905;мар.53;04.фев
946;489-82-1237;1;940;2;2;Female;93.88;7;32.86;690.02;Credit card;657.16;4.761905;32.86;07.мар
947;859-97-6048;2;941;2;1;Male;84.25;2;авг.43;176.93;Credit card;168.50;4.761905;авг.43;05.мар
948;676-10-2200;3;942;6;1;Male;53.78;1;фев.69;56.47;Ewallet;53.78;4.761905;фев.69;04.июл
949;373-88-1424;2;943;3;1;Male;35.81;5;авг.95;188.00;Ewallet;179.05;4.761905;авг.95;07.сен
950;365-16-4334;3;944;5;2;Female;26.43;8;окт.57;222.01;Ewallet;211.44;4.761905;окт.57;08.сен
951;503-21-4385;3;945;1;1;Male;39.91;3;май.99;125.72;Ewallet;119.73;4.761905;май.99;09.мар
952;305-89-2768;3;946;3;1;Female;21.90;3;мар.29;68.99;Ewallet;65.70;4.761905;мар.29;04.июл
953;574-80-1489;3;947;5;1;Female;62.85;4;дек.57;263.97;Ewallet;251.40;4.761905;дек.57;08.июл
954;784-08-0310;2;948;5;1;Female;21.апр;4;апр.21;88.37;Cash;84.16;4.761905;апр.21;07.июн
955;200-40-6154;3;949;3;1;Male;65.91;6;19.77;415.23;Cash;395.46;4.761905;19.77;05.июл
956;846-10-0341;1;950;6;2;Female;42.57;7;14.90;312.89;Cash;297.99;4.761905;14.90;06.авг
957;577-34-7579;2;951;5;1;Male;50.49;9;22.72;477.13;Cash;454.41;4.761905;22.72;05.апр
